month,sourced,aggressive,conservative
97,0.08435484764354588,0.17587352105376616,0.03499243987786943
98,0.08261987061997894,0.1734051492194457,0.0340084341860426
99,0.0809223249036021,0.17097537668965124,0.03305303595396138
100,0.07926135559393084,0.16858351299761534,0.032125379456152
101,0.077636128674447,0.16622888195729987,0.031224626424367095
102,0.07604583046159599,0.16391082132541843,0.030349965129694272
103,0.07448966706958522,0.16162868247239462,0.02950060949711979
104,0.07296686389049101,0.15938183006199966,0.02867579825133283
105,0.0714766650891981,0.15716964173941858,0.02787479409260416
106,0.07001833311271125,0.15499150782750504,0.027096882901618977
107,0.06859114821339454,0.1528468310309885,0.02634137297218743
108,0.06719440798570869,0.1507350261484079,0.02560759427079896
109,0.06582742691603032,0.14865551979155034,0.024894897722026854
110,0.0644895359451524,0.1466077501121831,0.024202654518828186
111,0.06318008204307694,0.14459116653586931,0.023530255456821792
112,0.06189842779572485,0.14260522950266907,0.022877110291662398
113,0.0606439510031997,0.14064941021452962,0.02224264711866333
114,0.059416044289254594,0.13872319038917671,0.021626311773853168
115,0.05821411472162255,0.1368260620203235,0.021027567255683065
116,0.057037583442882026,0.13495752714402,0.020445893166631816
117,0.055885885311539825,0.13311709761097062,0.019880785173984644
118,0.054758468553024575,0.13130429486465245,0.019331754489089584
119,0.05365479442029297,0.12951864972507304,0.01879832736442198
120,0.052574336863761666,0.12775970217801003,0.018280044607813264
