month,year,new_accounts,contributing,reduced,lapsed_holding,dormant,closed,holding,live_accounts,tier_none,tier_silver,tier_gold,tier_platinum,tier_sovereign,inflow_sip,inflow_spot,collection_events,spot_events,grams_bought,grams_withdrawn,grams_redeemed,grams_closing,aum_usd,float_grams,float_usd,fee_applied,pricegap_rate,bar_grams,fab_premium,gross_entry_fee,stream1_net,stream1_sip,stream1_spot,cor_premium,cor_pricegap,cor_float,cor_rail,cost_of_revenue,gross_profit,stream2,stream2_gross,stream2_processor_fees,stream3,stream4,stream5,stream5_peak_drawn,stream5_avg_drawn,stream6,partner_aum,revenue,cost_vault,cost_screening,cost_rewards,cost_redemption,cost_card_fixed,cost_card_variable,cost_acquisition,cost_opex,cost_oneoff,cost_family,cost_vat,operating_cost,total_cost,ebitda,tax,net_profit,gold_px,margin_call_usd,grams_liquidated,active_cards,card_spend,card_spend_S1,card_spend_S2,card_spend_S3,card_spend_S4,card_spend_S5,card_spend_S6,live_S1,live_S2,live_S3,live_S4,live_S5,live_S6
11,1,72.18520020788996,480.96418925922353,2.265166644087306,150.02645715631797,0.0,0.0,633.2558130596287,483.2293559033108,324.68337327403253,158.54598262927803,0.0,0.0,0.0,23492.32268149207,9690.423077023675,483.2293559033106,14.12952032889297,223.1525312819651,13.24668590594403,8.831123937296022,1232.510741033589,174350.96942661153,200.0,0.0,0.04868761298797417,0.008881372731420268,100,0.03,1615.5886833689563,544.2342520565016,352.52164893165605,191.71260312484554,947.0147122544035,0.0,0.0,124.33971905805089,1071.3544313124544,793.500789464706,0.0,0.0,0.0,249.26653740820416,0.0,0.0,0.0,0.0,0.0,0.0,1864.8552207771604,750.0,317.99767439178885,0.0,0.03709072053664329,0.0,0.0,6455.84,110719.56603238212,12500.0,9.278003633343562,57.189255745254684,130809.90805687304,131881.2624881855,-130016.40726740833,0.0,-130016.40726740833,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.09078074652643,193.19836893935366,107.9402062174306,0.0,0.0,0.0
12,1,54.06336044828074,508.2878371239204,2.713902256783,176.31743412720556,0.0,0.0,687.319173507909,511.0017393807034,324.7283080019761,186.27343137872734,0.0,0.0,0.0,24808.23232362254,10622.61045666728,511.00173938070384,15.5062069373274,238.30738369856311,16.119207265589168,10.746138177059446,1443.9527792895035,204261.56015829317,200.0,0.0,0.04854189591131743,0.008317847113060477,100,0.03,1719.8802822910814,576.9244207716089,368.36838557912483,208.55603519248407,1011.3288749399621,0.0,0.0,131.62698657950781,1142.9558615194699,839.5240987677878,0.0,0.0,0.0,262.5996779961764,0.0,0.0,0.0,0.0,0.0,0.0,1982.4799602872577,750.0,319.61957520523725,0.0,0.045133780343649677,0.0,0.0,6091.88,117249.25624058962,12500.0,9.811233396109506,60.2119315598533,136980.82411453116,138123.77997605063,-136141.30001576338,0.0,-136141.30001576338,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0644407675529,204.29013434766725,114.6471642654837,0.0,0.0,0.0
13,2,169.28680290130328,650.6655530803147,3.187152794995344,200.92557636156423,1.827694172339147,0.0,856.6059764092134,653.85270587531,441.8934367653011,188.91959938009919,23.039669729909125,0.0,0.0,31117.46508724529,13087.177826519386,653.8527058753093,19.372020895174412,297.3134491669994,18.540822762487092,12.360548508324731,1710.3648571856913,241948.2126974879,200.0,0.0,0.048562373839072366,0.0066669090373211795,100,0.03,2146.6823946009413,716.6373973334076,459.48498257963377,257.1524147537739,1261.7388155749122,0.0,0.0,168.30618169262092,1430.044997267533,1052.8255637287778,0.0,0.0,0.0,336.1881663953694,0.0,0.0,0.0,0.0,0.0,0.0,2482.870560996311,750.0,338.8787646596875,0.0,0.051914303734963876,0.0,0.0,16752.796834272576,146143.00673006126,0.0,12.55397195280594,73.1324465949452,164070.420661845,165500.46565911255,-163017.59509811623,0.0,-163017.59509811623,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.82194942814215,249.6668611217014,144.61250800358417,13.594829669049508,15.156557652832138,0.0
14,2,153.44208143095048,767.6095340660672,3.7864612350292286,233.32797856402024,5.324083975046341,0.0,1010.0480578401631,771.3959953010965,532.4737016143284,194.06896443573402,44.85332925103394,0.0,0.0,36296.47343039795,15336.347711968652,771.3959953010965,22.9052493987538,347.28656391964734,21.95310615193924,14.635404101292828,2021.0629108521066,285899.559369139,200.0,0.0,0.04852850870543067,0.005707771274413562,100,0.03,2505.6638102932825,833.2737791561187,532.5129369115921,300.76084224452666,1473.8147199621994,0.0,0.0,198.57531117496256,1672.390031137162,1229.5502767600226,0.0,0.0,0.0,396.27649760390204,0.0,0.0,0.0,0.0,0.0,0.0,2901.9403078971845,750.0,329.3014417352049,0.0,0.06146869722542988,0.0,0.0,16374.194664503899,92291.93503198928,0.0,14.81080310978105,83.64524388118771,109843.94865391658,111516.33868505375,-108614.39837715657,0.0,-108614.39837715657,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.55010749383183,286.9546583410126,169.3644018113533,24.842652291772662,27.68417536312621,0.0
15,2,153.92337299661006,878.3256185084429,4.491062304484218,270.6402372432012,10.514512780645111,0.0,1163.9714308367736,882.8166808129271,610.1313062818429,205.02454849570168,67.66082603538214,0.0,0.0,41203.58946147513,17606.323807726705,882.816680812927,26.47664233988004,395.5896219420533,26.068828948439055,17.37921929895937,2373.2044845467613,335713.5063839849,200.0,0.0,0.048457907703995516,0.005011201631675746,100,0.03,2849.8053492789636,943.6787808930659,599.7270732059162,343.9517076871497,1678.8032375976863,0.0,0.0,227.32333078820176,1906.126568385888,1396.3625466297583,0.0,0.0,0.0,452.6837657366827,0.0,0.0,0.0,0.0,0.0,0.0,3302.4891150156463,750.0,333.9191429251032,0.0,0.07299272105562936,75000.0,0.0,16408.019643278956,92872.49628046695,0.0,16.950080271608194,93.54773066031652,185475.00587032398,187381.13243870987,-184078.64332369424,0.0,-184078.64332369424,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.67575404438145,322.44754460254023,192.98234458534898,35.344767320863994,39.36627025979241,0.0
16,2,195.299613982975,1024.7529999732449,5.295752415843026,311.30882288962056,17.913469541039536,0.0,1359.271044819748,1030.048752389088,715.1220108556597,217.31898093054883,97.60776060287986,0.0,0.0,47713.23721541552,20491.03589466369,1030.0487523890886,31.021688423268643,458.81042481234306,30.629669778656567,20.419779852437713,2780.96545972801,393395.3739331243,212.4304567025202,0.0,0.04839800009007543,0.004320965826549971,100,0.03,3300.9504161251425,1088.583125103425,689.5927122612127,398.9904128422122,1947.099680818622,0.0,0.0,265.2676102030893,2212.367291021711,1615.9406195970087,0.0,0.0,0.0,527.3574944935774,0.0,0.0,0.0,0.0,0.0,0.0,3828.3079106187197,750.0,402.0824172130962,0.0,0.0857630753802384,0.0,0.0,17490.581617336124,93635.37988833764,0.0,19.776936045870496,106.84963853381697,112404.75626054195,114617.12355156367,-110788.81564094494,0.0,-110788.81564094494,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0674703445141,369.97218908683635,224.49017882269382,48.51965643133353,53.999257703710626,0.0
17,2,146.92432126125237,1114.5458216393508,6.232096043650122,358.5835024808088,26.83394591718998,0.0,1506.1953660809997,1120.7779176830009,768.2793688257632,232.76150027612687,119.73704858111148,0.0,0.0,51691.54802738261,22685.941992528864,1120.7779176830013,34.48730995973684,500.38152291460676,36.34904572043959,24.232697146959726,3220.7652397752167,455609.45081860217,221.80486363019608,0.0,0.04831461491170487,0.003962332330042833,100,0.03,3593.5197884111953,1181.1843745555057,741.4400340046503,439.74434055085527,2123.5191069450084,0.0,0.0,288.81630691068455,2412.335413855693,1753.7466987897246,0.0,0.0,0.0,572.5623242342222,0.0,0.0,0.0,0.0,0.0,0.0,4166.0821126454175,750.0,344.18586098243,0.0,0.10177732801723086,0.0,0.0,16278.47678568241,94119.52305508342,0.0,21.51893601951363,114.7793769872472,111628.58579208303,114040.92120593872,-109874.8390932933,0.0,-109874.8390932933,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.4296415403713,398.95832627264207,243.99772053785995,56.99585145199318,63.39637788013495,0.0
18,2,138.9999793835545,1193.313562242171,7.249752708009789,407.49011669860533,37.1419138157686,0.0,1645.1953454645547,1200.5633149501807,822.4215862088957,237.45377212102494,140.68795662025963,0.0,0.0,55180.78265705318,24781.53304525135,1200.563314950181,37.800524199990996,537.9783998366612,42.65301665667181,28.435344437781207,3687.6552785174235,521655.7156990748,230.02682185082514,0.0,0.04827137918042058,0.003685590277681762,100,0.03,3859.8912614104406,1267.2275683960802,787.9977491551836,479.2298192408966,2283.0727332268225,0.0,0.0,309.590959787543,2592.6636930143654,3907.4597002634014,847.0353261847428,1955.760851326046,228.63314204458254,612.6295180874805,1180.5672875951036,0.0,0.0,0.0,0.0,0.0,6500.123393277767,750.0,348.35586036393664,0.0,0.11942844663868107,23000.0,572.4292200004854,16090.428893588167,94550.44135692052,0.0,23.050815647043468,121.78145949238814,135456.6070344592,138049.27072747354,-131549.1473341958,0.0,-131549.1473341958,141.46,0.0,0.0,95.41595895763461,108653.38062922478,54889.360236310575,39656.71187048519,14107.308522429017,0.0,0.0,0.0,378.7528140971933,424.43295654146016,261.2363347226932,64.4691057538448,71.6721038349896,0.0
19,2,132.55200375681483,1263.46481851597,8.336994413281724,457.26440418644376,48.68113210567554,0.0,1777.7473492213708,1271.8018129292516,797.816321207496,313.8855374197313,160.0999543020225,0.0,0.0,58279.59671338158,26796.80769969391,1271.8018129292504,40.99480029611655,572.5452511295392,49.470599256629036,32.98039950441935,4177.749530885914,590984.4486391215,237.32880134167863,0.0,0.04800570988473957,0.003464043119434408,100,0.03,4084.153188290879,1326.186498240989,815.3476597491162,510.83883849187276,2429.7675367435386,0.0,0.0,328.19915330634177,2757.9666900498805,4531.434421318441,1027.1423759003915,2371.618733509431,277.2479275297955,644.4764097743318,1533.6291374027194,0.0,0.0,0.0,0.0,0.0,7289.401111368322,750.0,352.3324204766411,0.0,0.1385176779185613,11000.0,665.2200303244167,15963.938455943051,94939.65509185288,0.0,24.418594808241593,127.38598181383469,123823.08909289697,126581.05578294686,-119291.65467157854,0.0,-119291.65467157854,141.46,0.0,0.0,109.27644533289904,131756.5963060795,66111.01168578122,48201.80959669546,17443.775023602826,0.0,0.0,0.0,397.5470171352239,447.2370941563433,276.8785786457313,71.12755308674326,79.01156990520857,0.0
20,2,142.37718212897926,1341.9366782559323,9.483950241785102,507.20295542616293,61.50094742647106,0.0,1920.1245313503514,1351.4206284977174,793.3751915075628,377.56695822454265,180.4784787656096,0.0,0.0,61744.75363938367,28974.951774647907,1351.4206284977158,44.45350729063199,610.6463031705991,56.625922634672435,37.750615089781625,4694.01929633206,664015.9696591332,245.49402337382455,0.0,0.04781408127067965,0.0032485591965750685,100,0.03,4337.679367518622,1397.2500521761485,850.6389623021922,546.6110898739564,2591.4607813953885,0.0,0.0,348.96853394708694,2940.4293153424755,5024.151921406161,1229.3337863821107,2838.4682648928406,331.8237593089518,681.3697263584742,1716.1983564894301,0.0,0.0,0.0,0.0,0.0,7964.581236748637,750.0,356.60373594051055,0.0,0.15855258337708283,11000.0,765.1916283504889,16257.495239366264,95371.60985788268,0.0,25.94727606715613,133.90513001796697,124660.91142020845,127601.34073555093,-119636.75949880229,0.0,-119636.75949880229,141.46,0.0,0.0,123.90380239170544,157692.6813829356,78685.78338139653,57799.841831148304,21207.056170390802,0.0,0.0,0.0,418.6032205465873,472.9366138146869,294.5634730275061,78.35964072503357,86.95768038390165,0.0
21,2,177.6818194973423,1453.4723269203282,10.6957534294217,557.6572029717198,75.98106752621943,0.0,2097.806350847689,1464.16808034975,823.5668786132145,434.6077598373004,205.99344189923661,0.0,0.0,66674.52960340683,31701.012878433958,1464.1680803497513,48.78776732281563,662.2670133940529,63.95402420132745,42.636016134218295,5249.696269390566,742622.0342679896,257.1104425359508,0.0,0.04768716541496098,0.002995747986728854,100,0.03,4691.250767118063,1502.483053758238,908.6269936376029,593.856060120635,2810.5287514416814,0.0,0.0,378.23896191814174,3188.767713359823,5129.331115496341,1483.5315536189485,3425.3977898933917,400.4372308224172,735.7379285259598,1407.5785795931943,0.0,0.0,0.0,0.0,0.0,8318.098828856164,750.0,391.64555659551394,0.0,0.17907126776371685,23000.0,889.7725884019535,17233.864467782958,95970.65959513032,0.0,28.112027142715235,143.60502865418414,138407.83833497541,141596.60604833523,-133278.50721947907,0.0,-133278.50721947907,141.46,0.0,0.0,142.0480282676545,190299.87721629956,94454.90762951979,69875.80524141276,25969.164345367008,0.0,0.0,0.0,448.78531988440693,509.72500540430275,319.780633334554,88.1662416257248,97.71088010076284,0.0
22,2,222.8923580306761,1605.3255881849784,12.000030143973667,610.7828937209558,92.59019682845961,0.0,2320.6987088783676,1617.325618328952,870.529922527816,508.8830930223748,237.91260277876086,0.0,0.0,73381.32990036937,35129.99276946018,1617.3256183289516,54.24936857170662,730.5953973074246,71.59032492306787,47.72688328204525,5860.974458492877,829093.4468984024,272.9142040161397,0.0,0.04756460099952584,0.002715922413277098,100,0.03,5161.297766721245,1642.9032729028431,989.2929862581034,653.6102866447396,3100.5007470932487,0.0,0.0,417.89374672516453,3518.394493818413,6358.241696620328,1890.237477848115,4364.46077820174,510.2159501628423,810.0558871845132,2015.0450586848683,0.0,0.0,0.0,0.0,0.0,9876.636190438741,750.0,481.9718236231018,0.0,0.20045290978459007,11000.0,1059.6597940834372,18509.196903408032,96774.66369555339,0.0,31.052651871915874,156.94811769076526,128763.69343914044,132282.08793295885,-122405.4517425201,0.0,-122405.4517425201,141.46,0.0,0.0,164.53644378691277,242470.04323343004,119757.60096910423,89177.45197593949,33534.99028838635,0.0,0.0,0.0,489.9220697900793,560.0516196340964,354.3403173832339,101.12861162040116,111.88299990114135,0.0
23,2,207.24581427605696,1733.5819274855492,13.431843855937963,669.9351621716469,110.99558964129429,0.0,2527.944523154428,1747.0137713414872,925.9979801760865,554.7057911576925,266.31000000770536,0.0,0.0,79035.41514672496,38343.689112845444,1747.0137713414847,59.38025211557115,790.3461888685446,80.33655930718854,53.55770620479236,6517.426381849443,921955.1359764222,286.2373701558154,0.0,0.04751043567255186,0.0025107393278587277,100,0.03,5576.732382226078,1771.06272004148,1059.8413201602352,711.2213998812447,3354.0711563203295,0.0,0.0,451.598505864264,3805.6696621845936,7121.426022238487,2220.6942151762746,5127.468329296945,599.4133659370453,873.7499691862263,2255.919117834501,0.0,0.0,0.0,0.0,0.0,10927.09568442308,750.0,459.24309210533823,0.0,0.22494236606012794,11000.0,1207.0927630680949,18138.598109210063,97465.23618828466,0.0,33.5426644097565,168.30111821040146,129222.23887765437,133027.90853983897,-122100.81285541589,0.0,-122100.81285541589,141.46,0.0,0.0,184.8967778106028,284859.35162760806,140203.38577761347,104886.6062857413,39769.35956425325,0.0,0.0,0.0,524.3998586930276,602.6367821274517,383.8919286655151,112.16904761249475,123.91615424299583,0.0
24,2,156.42839888057208,1805.4252664924618,14.970023061104147,733.5342728802997,130.44335960113128,0.0,2684.372922034997,1820.395289553566,931.6071444372332,603.0838284038105,285.70431671252237,0.0,0.0,82189.99822785253,40800.687550872935,1820.3952895535658,63.31617040200625,828.209802549563,90.34622365629622,60.230815770864155,7195.059144971846,1017813.0666477174,293.670762589784,0.0,0.04741925840268047,0.002396184161974248,100,0.03,5832.127110064261,1846.442485015521,1093.5116577808794,752.9308272346415,3514.756760059836,0.0,0.0,470.927864988893,3985.684625048729,10723.507398194228,2396.576279744425,5533.570938832931,646.8877366136869,908.2378897976964,2013.869507501572,11.71456946833594,4874.774028686255,2047.4050920482273,3546.6666666666674,7093333.333333334,14709.192023242957,750.0,379.5311876610499,0.0,0.25296942623762947,23000.0,1302.6961855666927,16790.978900635906,97876.65848553162,0.0,34.95158955942847,174.34796941881032,140309.41728779973,144295.10191284848,-129585.90988960552,0.0,-129585.90988960552,141.46,0.0,0.0,199.5408592834525,307420.6077129406,150981.1600512937,113271.78716367346,43167.6604979734,0.0,0.0,0.0,543.292131432097,626.5514651324227,400.9255998231034,118.66731242830159,130.9587807376408,0.0
25,3,338.0132047504265,2058.4807786155316,16.562923710353346,792.2166183900786,155.12580606946085,0.0,3022.3861267854245,2075.043702325885,1123.8843570034815,593.0565499371555,358.1027953852464,0.0,0.0,92953.46650359093,45840.561694142605,2075.0437023258824,71.58593267387518,944.3839884141645,99.01338682501495,66.00892455000998,7974.420822010984,1128061.5694816739,319.033570157856,46484.40349956622,0.03747617432974522,0.002123350241794811,100,0.03,5201.469196665836,52.43066122010322,-226.58718489570754,279.01784611581076,4007.7767700320305,294.7083333333333,309.8960233304415,536.6574087499393,5149.038535445745,10304.127265505698,2884.771688394605,6660.788940868064,778.6622290828303,1036.86266040273,2315.608692304191,14.453563184081686,6014.5492006498625,2526.1106642729424,4000.0,8000000.0,15453.165800951443,750.0,715.9960125918518,0.0,0.2772374831100419,11000.0,1617.1918127355975,32593.174344772156,167153.21339258432,0.0,39.84083908465696,151.26364881221087,214020.95728806392,219169.99582350967,-203716.83002255822,0.0,-203716.83002255822,141.46,0.0,0.0,251.10605429639864,370043.8300482258,173867.73179445148,132423.23420535502,51926.7005936883,6059.345673460891,5766.81778127016,0.0,590.2646619062099,692.7007108811442,453.4286213659638,146.34135393619184,178.33375733366816,13.97459690270506
26,3,306.2490443885422,2264.3900543107225,18.369256988403677,861.6914781703908,184.18438170444713,0.0,3328.6351711739644,2282.7593112991262,1264.5210822818187,596.624488554813,421.61374046249585,0.0,0.0,101701.65089847778,50401.770244773834,2282.7593112991276,79.08220947303118,1034.9430343410409,109.81150176955487,73.20766784636992,8826.344686736104,1248574.7193856894,339.64760567999855,49487.946808477376,0.03747699731223897,0.0019375522990753497,100,0.03,5700.379505367992,93.19989731526948,-222.89459539336485,316.09449270863433,4392.091249136508,294.7083333333333,329.91964538984917,590.4603801930397,5607.17960805273,11154.577710223391,2949.110406592218,6809.343720563221,796.0286397175537,1140.6795276539451,2434.4858569711746,17.10202169079354,7116.650031539902,2988.9930132467584,4520.0,9040000.0,16761.757318276123,750.0,666.419787254022,0.0,0.3074722049547537,11000.0,1835.6565313696237,31538.46957339622,113786.89518566222,0.0,43.82897877694326,162.14970499824776,159783.7272336622,165390.90684171495,-148629.14952343883,0.0,-148629.14952343883,141.46,0.0,0.0,297.2390388171971,378296.8733646234,172789.84571544093,132936.53676115331,53094.35264898211,9981.04378522032,9495.09445382673,0.0,628.0506627216237,746.3288798672693,496.40256905497324,169.14497719638698,217.3595266523847,25.472695806488847
