line,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,Y3,Y4,Y5,Y6,Y7
cost_opex,100672.93552155573,52516.12480787372,58851.92230608427,65277.497587223384,71662.09399701473,78060.55798656371,84467.42079241709,90909.78858415049,97442.96365871717,104093.16796740524,110728.43143116706,117260.34090904742,146162.45020979576,92322.21385330404,92914.45298939773,93694.32366448738,94191.21600556393,94634.14536762242,95037.91979994641,95488.24120341237,96114.01973643825,96957.47411156869,97685.14168953446,98122.33296792547,1481845.6568482325,1690769.1342585115,1954549.7818790153,2259853.9913638467,2589466.073262038
cost_oneoff,127380.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cost_family,0.9542598355036213,1.8020329665005879,2.6502266498669846,3.759894211002056,4.501319511035008,5.178082843027409,5.783555786341764,6.425595303988804,7.276148863285379,8.37695762791233,9.303218925806682,9.84101744316098,12.627381469096234,14.924839837712874,17.107651535511938,19.997978774907846,21.786874863660273,23.36257451861428,24.783750723319567,26.38011728770855,28.644139590595,31.73206888099505,34.35942338567247,35.86159704507084,747.801483768428,1409.9520202493218,2216.3642315008137,3106.236912778775,4005.3076198809263
cost_vat,4.721598144418959,8.914642162559764,13.108236317424886,18.594022379666647,22.255745048803206,25.59611813344953,27.823893477574273,30.248440881877045,33.58623498278204,37.97317752081711,41.66765711913715,43.70962514810093,52.629539917964046,59.90185012305858,66.74964277128893,76.0532600513723,81.61360721803922,86.50398474267114,90.65795091051761,95.48242487488206,102.6366595041381,112.5637251942567,120.9995763857485,125.55733719732767,1823.0442472634006,3153.2845567001705,4768.354243937565,5614.9347907249,7080.035393368579
operating_cost,234363.87441052863,71539.79293489519,78112.67992475678,84947.2409511277,91174.02908121819,97629.59676792141,104031.65255425568,110539.29626299582,117321.21195663336,124282.56944431138,130803.3165789751,136975.48414410852,164142.98435373482,109917.56432276487,185564.64310824638,112547.71363731888,111754.66956067331,135378.68600504004,123769.5499717753,124633.40562939405,138466.898311626,128912.03203345,129382.23056896383,140460.1592027797,2116268.8715837267,2593459.539074983,3225527.0297377193,4005596.962318183,4938185.427126421
total_cost,234696.81753739575,71907.61587518691,78516.10834670157,85397.40164479981,91656.97013942387,98143.13097181499,104568.07402376844,111100.28967020247,117914.42421257097,124917.24827997093,131474.058004495,137669.26453914485,164934.46914301167,110791.64218004594,186518.40608370575,113605.77117048258,112880.83524299321,136566.01593022476,125013.1335147016,125939.34490802705,139892.85828711567,130475.9672433206,131059.83196005134,142220.8321866233,2150231.764935462,2656072.4429251277,3325035.116805471,4148941.6589390384,5090461.998484166
ebitda,-234536.1531494489,-71600.07893563475,-78058.19012793475,-84741.8079864805,-90861.43392774923,-97216.0462941657,-103543.18287803487,-109969.8561382482,-116645.61625967346,-123471.7794563063,-129872.75108243345,-135967.22456733102,-162808.55935405573,-108306.44652972005,-183688.88223969637,-110325.68929359307,-109303.28527122231,-131435.93382955217,-119223.82101827917,-119572.6447082039,-133200.13345118143,-122643.15224656735,-122352.43580613314,-129569.43997915002,-1856013.894757862,-1931703.9510242685,-1941882.2962494472,-1919998.8168031196,-1752630.8753685514
tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
net_profit,-234536.1531494489,-71600.07893563475,-78058.19012793475,-84741.8079864805,-90861.43392774923,-97216.0462941657,-103543.18287803487,-109969.8561382482,-116645.61625967346,-123471.7794563063,-129872.75108243345,-135967.22456733102,-162808.55935405573,-108306.44652972005,-183688.88223969637,-110325.68929359307,-109303.28527122231,-131435.93382955217,-119223.82101827917,-119572.6447082039,-133200.13345118143,-122643.15224656735,-122352.43580613314,-129569.43997915002,-1856013.894757862,-1931703.9510242685,-1941882.2962494472,-1919998.8168031196,-1752630.8753685514
gold_px,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46,141.46
margin_call_usd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grams_liquidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
active_cards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.310783177289295,72.60122311516947,84.5458418541241,96.6408616033633,110.28883841967595,126.34281864031165,143.63841746043326,594.5384068493042,1568.5153894595,3087.154103930857,5188.556278552212,7870.506397472113
card_spend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68677.92927091186,87536.6142829055,107601.70587506494,129468.49260409735,162527.75861873006,194648.78634904916,221295.07583148577,5979042.650539184,17912002.422330435,39661315.12116106,72459973.46610045,117749058.96618281
card_spend_R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68677.92927091186,86581.26735091387,104255.57019836371,119841.13318435872,144205.03383690727,166038.1488910629,182563.18561270737,3786567.250442696,9231288.386486068,18416190.060404252,32298093.58186635,51565392.92339939
card_spend_R2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.3469319916239,3346.135676701235,9627.359419738632,18322.72478182278,28610.63745798625,38731.89021877837,1552601.7456532526,4928088.761458603,10986560.317292085,20077862.362071905,32426938.96668032
card_spend_R3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330944.3225547615,1823619.8259970557,4902699.439511536,9604398.56172302,16124571.59164403
card_spend_R4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308929.3318884742,1929005.4483887071,5355865.303953186,10479618.960439172,17632155.484459084
live_R1,49.70103309914693,93.85588367190563,138.03263801390545,195.8278234896904,234.4437245330733,269.69181474101083,280.7552823560363,294.092984120215,314.6363762592097,343.45081837264945,367.5976600087209,380.51711126990665,441.5803022185262,491.7694866637988,539.9343121262139,605.8153927853292,645.6187385908378,680.6343146151847,712.388931699503,748.7188331208564,801.6208276492534,875.0604200166298,937.4786614572766,972.4714615945044,17194.47154334921,29456.30770647254,44955.53071937149,62462.80477304378,80461.49534814012
live_R2,0.0,0.0,0.0,0.0,0.0,0.0,20.471581515930495,40.57343796253525,64.3297103702371,92.84905808111759,116.94499237704389,132.03588056139438,181.90751978403188,223.0867268113869,262.1796507651727,313.6484200638441,345.65244372606315,373.8731903133859,399.2690294261591,427.70312248795057,467.75519741252583,522.0560511831951,568.2608587180839,594.8553555720808,12108.744829313006,22599.667189719694,35297.22491741296,49010.28077758705,62382.29387878993
live_R3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.319081101982814,33.48217823904255,47.654592300231585,65.46166841246743,76.93134964915528,87.04373455479089,96.1252541536803,106.03667232987512,119.51155022128776,137.39818071836652,152.66921287014202,161.69945631582877,4835.580811847192,10612.835222621768,17497.808523750777,25005.586450534433,32532.8312431799
live_R4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.869215077554584,28.997016499983925,41.25496228296201,56.63591326480948,66.53053384958298,75.24951669446591,83.03713489355148,91.50581412947147,102.99469506042264,118.1972689669678,131.1445682916054,138.76523928169198,4809.196761762885,10766.19093583817,17685.072896798818,25304.500539395925,33233.151398688315
