month,year,new_accounts,contributing,reduced,lapsed_holding,dormant,closed,holding,live_accounts,tier_none,tier_silver,tier_gold,tier_platinum,tier_sovereign,inflow_sip,inflow_spot,collection_events,spot_events,grams_bought,grams_withdrawn,grams_redeemed,grams_closing,grams_recycled,grams_sold_back,net_new_gram_share,aum_usd,float_grams,float_usd,fee_applied,pricegap_rate,bar_grams,fab_premium,gross_entry_fee,stream1_net,stream1_sip,stream1_spot,stream1a_gross_margin_pct,stream1a_net_pct,stream1b_gross_margin_pct,stream1b_net_pct,cor_premium,cor_pricegap,rail_passthrough_usd,floatcoc_memo,float_interest_expense,cost_of_revenue,gross_profit,stream2,stream2_gross,stream2_processor_fees,stream3,stream4,stream5,stream5_peak_drawn,stream5_avg_drawn,stream6,partner_aum,revenue,cost_vault,cost_screening,cost_rewards,cost_redemption,cost_card_fixed,cost_card_variable,cost_acquisition,cost_opex,cost_oneoff,cost_family,cost_vat,operating_cost,total_cost,ebitda,tax,net_profit,gold_px,margin_call_usd,grams_liquidated,active_cards,card_spend,card_spend_R1,card_spend_R2,card_spend_R3,card_spend_R4,live_R1,live_R2,live_R3,live_R4,float_movement,operating_cash,cash_flow,cumulative_cash,required_capital,total_funding_need
11,1,72.57301535904533,482.27497051522664,2.267681870538186,150.2176088112451,0.0,0.0,634.7602611970099,484.5426523857648,373.9458098131109,110.59684257265386,0.0,0.0,0.0,16977.063986050616,10500.326531756693,484.54265238576477,14.045457278562402,184.706686310012,11.237116849040966,7.491411232693977,1041.154601229795,7.491411232693977,0.0,0.9594415806901524,147281.7298899668,200.0,28716.379999999997,0.049087000147226646,0.010725484763276238,100,0.015,1348.7826723930116,678.0412468731176,418.93168952438907,259.1095573487285,0.035401818072063246,0.024676333308787005,0.03540181807206333,0.02467633330878709,376.03309218656113,294.70833333333326,124.6470274160818,191.44253333333333,0.0,670.7414255198944,930.5654965416502,0.0,0.0,0.0,252.52424966853297,0.0,0.0,0.0,0.0,0.0,0.0,1601.3069220615446,750.0,318.0428078359103,0.0,0.03146392717731471,0.0,0.0,6455.84,110728.43143116706,12500.0,9.303218925806682,41.66765711913715,130803.3165789751,131474.058004495,-129872.75108243345,0.0,-129872.75108243345,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.5976600087209,116.94499237704389,0.0,0.0,0.0,-129872.75108243345,-129872.75108243345,-1269233.27623611,408441.1164057182,1677674.3926418282
12,1,54.3889292247832,509.8353570409114,2.7176347903896327,176.59619859049207,0.0,0.0,689.149190421793,512.552991831301,379.5153578023512,133.03763402894984,0.0,0.0,0.0,17854.59543321502,11469.791080745925,512.552991831301,15.438906337697452,197.148400942379,13.61312756725236,9.07541837816824,1215.6144562267532,9.07541837816824,0.0,0.9539665635897258,171960.82097783653,200.0,28716.379999999997,0.04896176484266636,0.010049940284105404,100,0.015,1435.7737166520126,741.9933216156788,451.7738355852104,290.21948603046843,0.035352884687134135,0.025302944403028733,0.035352884687134094,0.025302944403028684,399.0720617029988,294.70833333333337,131.9979745422496,191.44253333333333,0.0,693.7803950363322,1008.259576777497,0.0,0.0,0.0,266.2662551618166,0.0,0.0,0.0,0.0,0.0,0.0,1702.0399718138292,750.0,319.6744757126538,0.0,0.038116757188306614,0.0,0.0,6091.88,117260.34090904742,12500.0,9.84101744316098,43.70962514810093,136975.48414410852,137669.26453914485,-135967.22456733102,0.0,-135967.22456733102,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.51711126990665,132.03588056139438,0.0,0.0,0.0,-135967.22456733102,-135967.22456733102,-1405200.5008034408,408441.1164057182,1813641.617209159
13,2,171.83225037481995,654.4837868199273,3.1923313621681113,203.30532261451762,0.0,0.0,860.9814407966131,657.6761181820955,502.7048005173771,151.45100889299403,3.520308771724263,0.0,0.0,22418.024579915727,13955.257074214229,657.6761181820955,19.188615777048856,244.51915435313535,15.600691134180448,10.4004607561203,1434.1324586895878,10.4004607561203,0.0,0.9574656603748108,202872.3776062291,200.0,28716.379999999997,0.04903605059052754,0.008102330060171272,100,0.015,1783.6020793354237,992.1172900585823,611.4738286796107,380.6434613789715,0.03537832070331782,0.02727599064314655,0.035378320703317784,0.02727599064314651,496.77645594350633,294.70833333333337,169.2161834897861,191.44253333333333,0.0,791.4847892768397,1334.4249996790913,0.0,0.0,0.0,342.3077096205073,0.0,0.0,0.0,0.0,0.0,0.0,2125.909788955931,750.0,343.71910641731534,0.0,0.04368193517570526,0.0,0.0,16821.514434199526,146162.45020979576,0.0,12.627381469096234,52.629539917964046,164142.98435373482,164934.46914301167,-162808.55935405573,0.0,-162808.55935405573,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.5803022185262,181.90751978403188,18.319081101982814,15.869215077554584,0.0,-162808.55935405573,-162808.55935405573,-1568009.0601574965,408441.1164057182,1976450.1765632147
14,2,156.0050771300335,773.5401206014869,3.795287612725099,237.75806849591976,1.8930412165146293,0.0,1016.9865179266465,777.3354082142121,599.4238571829795,166.670227769534,11.241323261698595,0.0,0.0,26176.646145021714,16263.628413807664,777.3354082142122,22.66734758224655,285.3072928007124,18.396734515833067,12.264489677222045,1688.7785272972453,12.264489677222045,0.0,0.9570130522888918,238894.61047146833,200.0,28716.379999999997,0.04902666019175699,0.0069440722614746014,100,0.015,2080.704919240597,1206.6270619595284,744.2329239915492,462.3941379679791,0.03537525171312822,0.028431179451653618,0.03537525171312826,0.02843117945165366,579.3695239477343,294.7083333333333,200.00068894911468,191.44253333333333,0.0,874.0778572810675,1611.1177930448196,0.0,0.0,0.0,404.4907310852901,0.0,0.0,0.0,0.0,0.0,0.0,2485.195650325887,750.0,329.5095955377994,0.0,0.051510856644332595,0.0,0.0,16440.962673105616,92322.21385330404,0.0,14.924839837712874,59.90185012305858,109917.56432276487,110791.64218004594,-108306.44652972005,0.0,-108306.44652972005,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.7694866637988,223.0867268113869,33.48217823904255,28.997016499983925,0.0,-108306.44652972005,-108306.44652972005,-1676315.5066872165,408441.1164057182,2084756.6230929347
15,2,156.7969876041756,886.517874526615,4.5056429479651925,277.2488619429328,5.511126113309054,0.0,1173.783505530822,891.0235174745801,685.5970361892486,175.91788879240414,29.508592492927523,0.0,0.0,29751.168169542158,18605.67031470952,891.0235174745801,26.20008805094346,325.1095526105888,21.7696292650697,14.513086176713133,1977.6053644660515,14.513086176713133,0.0,0.9553593979008771,279752.05485736765,200.0,28716.379999999997,0.04894532492500699,0.006094449980002532,100,0.015,2366.841171957781,1413.0781964984076,869.3853522791578,543.6928442192498,0.03531633959875013,0.029221889618747592,0.035316339598750086,0.029221889618747558,659.0546421260408,294.70833333333337,229.3059013813809,191.44253333333333,0.0,953.7629754593742,1875.7608685500095,0.0,0.0,0.0,462.6826720516023,0.0,0.0,0.0,0.0,0.0,0.0,2829.5238440093835,750.0,334.21350516592463,0.0,0.060954961942195164,75000.0,0.0,16482.05836441397,92914.45298939773,0.0,17.107651535511938,66.74964277128893,185564.64310824638,186518.40608370575,-183688.88223969637,0.0,-183688.88223969637,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.9343121262139,262.1796507651727,47.654592300231585,41.25496228296201,0.0,-183688.88223969637,-183688.88223969637,-1860004.3889269128,408441.1164057182,2268445.505332631
16,2,199.4157516404257,1036.2430305572875,5.318363969162667,320.7602144846745,10.877648160123124,0.0,1373.1992571712476,1041.5613945264502,802.8006205509324,190.0832735608674,48.67750041465022,0.0,0.0,34507.844452684236,21527.526071779208,1041.5613945264502,30.616302404360756,376.7528489798334,25.50733099105906,17.004887327372707,2311.845995127453,17.004887327372707,0.0,0.9548646085267348,327033.73447072954,200.0,28716.379999999997,0.048896125467396565,0.005259326931811257,100,0.015,2739.91250777622,1681.8549746125252,1035.7242097750539,646.1307648374714,0.03527349403503896,0.030014167103227705,0.03527349403503892,0.030014167103227664,763.3491998303562,294.7083333333333,268.04442423270274,191.44253333333333,0.0,1058.0575331636894,2222.0243437258287,0.0,0.0,0.0,540.1693691132979,0.0,0.0,0.0,0.0,0.0,0.0,3280.081876889518,750.0,410.115118249925,0.0,0.07142052677496538,0.0,0.0,17597.152195228526,93694.32366448738,0.0,19.997978774907846,76.0532600513723,112547.71363731888,113605.77117048258,-110325.68929359307,0.0,-110325.68929359307,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.8153927853292,313.6484200638441,65.46166841246743,56.63591326480948,0.0,-110325.68929359307,-110325.68929359307,-1970330.078220506,408441.1164057182,2378771.194626224
17,2,150.34100525224042,1128.467056878479,6.266008937160295,370.2841687692683,18.52302783858056,0.0,1523.540262423488,1134.7330658156393,865.1517201530835,200.96377325461305,68.61757240794287,0.0,0.0,37436.74848498965,23832.034217168268,1134.733065815639,34.10367221995434,411.97784831890004,30.198252058046467,20.132168038697646,2673.4934233496097,20.132168038697646,0.0,0.9511328870694185,378192.3796670358,200.0,28716.379999999997,0.04880782915997111,0.0048100895812795965,100,0.015,2990.3962789663165,1864.2305966464178,1139.0912123053486,725.1393843410693,0.035237176825837435,0.030427087244557838,0.03523717682583755,0.030427087244557956,831.4573489865614,294.70833333333337,292.2091845088984,191.44253333333333,0.0,1126.1656823198948,2451.3842894510026,0.0,0.0,0.0,587.153692804581,0.0,0.0,0.0,0.0,0.0,0.0,3577.5499717708976,750.0,344.7062078727046,0.0,0.08455510576253013,0.0,0.0,16365.26231004923,94191.21600556393,0.0,21.786874863660273,81.61360721803922,111754.66956067331,112880.83524299321,-109303.28527122231,0.0,-109303.28527122231,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.6187385908378,345.65244372606315,76.93134964915528,66.53053384958298,0.0,-109303.28527122231,-109303.28527122231,-2079633.3634917282,408441.1164057182,2488074.4798974465
18,2,142.37846440371334,1209.50331283255,7.297443345277309,421.3862243740739,27.73174627530036,0.0,1665.9187268272015,1216.8007561778272,923.608141832168,202.880853412535,90.31176093312433,0.0,0.0,40013.9569166038,26051.054745745078,1216.8007561778272,37.46838868614767,444.2602082923156,35.38395597629883,23.589303984199223,3058.7803716814274,23.589303984199223,0.0,0.9469020552732513,432695.07137805474,200.0,28716.379999999997,0.04873930263987201,0.004460883694981479,100,0.015,3219.9625973178954,2032.6326721331698,1231.1157467996134,801.5169253335563,0.03522804199840739,0.030767158303425916,0.03522804199840749,0.030767158303426013,892.6215918513924,294.70833333333337,313.5672862159937,191.44253333333333,0.0,1187.3299251847257,3942.752175487869,535.3964311537738,1236.2027268764134,144.51506862825366,628.5068366133061,746.2162355876185,0.0,0.0,0.0,0.0,0.0,5130.082100672595,750.0,348.97756180481605,0.0,0.09907507673363675,23000.0,361.82264423001675,16173.774797044776,94634.14536762242,0.0,23.36257451861428,86.50398474267114,135378.68600504004,136566.01593022476,-131435.93382955217,0.0,-131435.93382955217,141.46,0.0,0.0,60.310783177289295,68677.92927091186,68677.92927091186,0.0,0.0,0.0,680.6343146151847,373.8731903133859,87.04373455479089,75.24951669446591,0.0,-131435.93382955217,-131435.93382955217,-2211069.2973212805,408441.1164057182,2619510.4137269985
19,2,136.52600860252133,1282.4195759318466,8.400774241047502,473.26158173204556,38.36280352478349,0.0,1802.444735429723,1290.820350172894,928.3951970519275,254.31949299829748,108.10566012266906,0.0,0.0,42338.3447812489,28211.842493480275,1290.8203501728938,40.75026902074927,474.5196235128507,41.00663052377808,27.33775368251872,3464.955610987981,27.33775368251872,0.0,0.9423885708242403,490152.6207303598,200.0,28716.379999999997,0.048541916965654866,0.00417728633640207,100,0.015,3424.6413326013044,2181.0577896749915,1308.8891788124993,872.1686108624921,0.03509226861960623,0.030914982283204162,0.03509226861960634,0.03091498228320427,948.8752095929816,294.70833333333337,332.8926547984108,191.44253333333333,0.0,1243.583542926315,4545.728953496125,682.4141522595706,1575.659057092299,184.19832914119388,663.342543385883,1018.9144681756812,0.0,0.0,0.0,0.0,0.0,5789.31249642244,750.0,353.0733420628917,0.0,0.11481856546657863,11000.0,441.95972604283395,16071.040583523853,95037.91979994641,0.0,24.783750723319567,90.65795091051761,123769.5499717753,125013.1335147016,-119223.82101827917,0.0,-119223.82101827917,141.46,0.0,0.0,72.60122311516947,87536.6142829055,86581.26735091387,955.3469319916239,0.0,0.0,712.388931699503,399.2690294261591,96.1252541536803,83.03713489355148,0.0,-119223.82101827917,-119223.82101827917,-2330293.1183395595,408441.1164057182,2738734.2347452776
20,2,147.24355181247364,1364.397902851227,9.566539216926547,525.4671993110384,50.25664586300471,0.0,1949.6882872421963,1373.9644420681534,947.5160289450159,301.1647616329959,125.28365149014178,0.0,0.0,44956.980636477514,30537.45704025615,1373.9644420681534,44.27892550075809,507.85365910197316,46.92756535331885,31.285043568879228,3894.5966611677563,31.285043568879228,0.0,0.9383975225772717,550929.6436887908,205.93567236080284,29568.635115341556,0.04839375154779759,0.003903709232132718,100,0.015,3653.4590601685386,2347.5197815355286,1397.949367000395,949.5704145351336,0.034998977357548526,0.03109526812541581,0.03499897735754859,0.031095268125415874,1011.2309452996722,294.7083333333333,354.56084189222787,197.12423410227703,0.0,1305.9392786330054,5060.760921190155,838.8367256140908,1936.8307057511688,226.4201625490522,703.3553256569737,1171.049088383557,0.0,0.0,0.0,0.0,0.0,6366.700199823161,750.0,357.4906486172659,0.0,0.13139718298929276,11000.0,522.1290158158292,16393.550822203,95488.24120341237,0.0,26.38011728770855,95.48242487488206,124633.40562939405,125939.34490802705,-119572.6447082039,0.0,-119572.6447082039,141.46,0.0,0.0,84.5458418541241,107601.70587506494,104255.57019836371,3346.135676701235,0.0,0.0,748.7188331208564,427.70312248795057,106.03667232987512,91.50581412947147,852.2551153415588,-119572.6447082039,-120424.89982354545,-2450718.018163105,408441.1164057182,2859159.134568823
