month,year,new_accounts,contributing,reduced,lapsed_holding,dormant,closed,holding,live_accounts,tier_none,tier_silver,tier_gold,tier_platinum,tier_sovereign,inflow_sip,inflow_spot,collection_events,spot_events,grams_bought,grams_withdrawn,grams_redeemed,grams_closing,grams_recycled,grams_sold_back,net_new_gram_share,aum_usd,float_grams,float_usd,fee_applied,pricegap_rate,bar_grams,fab_premium,gross_entry_fee,stream1_net,stream1_sip,stream1_spot,stream1a_gross_margin_pct,stream1a_net_pct,stream1b_gross_margin_pct,stream1b_net_pct,cor_premium,cor_pricegap,rail_passthrough_usd,floatcoc_memo,float_interest_expense,cost_of_revenue,gross_profit,stream2,stream2_gross,stream2_processor_fees,stream3,stream4,stream5,stream5_peak_drawn,stream5_avg_drawn,stream6,partner_aum,revenue,cost_vault,cost_screening,cost_rewards,cost_redemption,cost_card_fixed,cost_card_variable,cost_acquisition,cost_opex,cost_oneoff,cost_family,cost_vat,operating_cost,total_cost,ebitda,tax,net_profit,gold_px,margin_call_usd,grams_liquidated,active_cards,card_spend,card_spend_R1,card_spend_R2,card_spend_R3,card_spend_R4,live_R1,live_R2,live_R3,live_R4,float_movement,operating_cash,cash_flow,cumulative_cash,required_capital,total_funding_need
21,2,184.42364164721704,1481.0817467061645,10.80052363732516,578.7658581874349,63.46380035848898,0.0,2134.111928889414,1491.8822703434896,1000.4349361403325,348.6527103269818,142.79462387617525,0.0,0.0,48689.99884557321,33380.12166502984,1491.8822703434896,48.58582895483644,552.1431919764184,53.01022697225291,35.340151314835275,4358.3894748570865,19.01173330430646,16.328418010528814,0.9655673861770291,616537.7751132835,214.73207701958907,30831.639609418933,0.048299485232347984,0.0035909333567416724,100,0.015,3963.944573618891,2537.984598129202,1505.7181149993357,1032.2664831298664,0.03451552055533497,0.030924587198593298,0.03451552055533491,0.030924587198593236,1131.2516421563544,294.70833333333337,385.1170248245815,205.54426406279288,0.0,1425.9599754896876,5266.764860444553,1009.304876005504,2330.432866873752,272.4332007750597,761.8443064189635,957.6310798908825,0.0,0.0,0.0,0.0,0.0,6692.72483593424,750.0,405.207094914034,0.0,34.7956988120634,23000.0,605.3472943122842,17426.247688054624,96114.01973643825,0.0,28.644139590595,102.6366595041381,138466.898311626,139892.85828711567,-133200.13345118143,0.0,-133200.13345118143,141.46,0.0,0.0,96.6408616033633,129468.49260409735,119841.13318435872,9627.359419738632,0.0,0.0,801.6208276492534,467.75519741252583,119.51155022128776,102.99469506042264,1263.0044940773769,-133200.13345118143,-134463.13794525882,-2585181.156108364,408441.1164057182,2993622.272514082
22,2,232.49565051855396,1640.5800701972535,12.131850687905633,635.5171881206234,78.37847040218543,0.0,2366.607579407968,1652.711920885159,1079.1182935010872,410.84148377713956,162.752143606932,0.0,0.0,53799.03871725785,36892.02777730326,1652.7119208851589,53.89810921102428,610.1946726498372,59.36058042130248,39.57372028086832,4869.649846804753,12.038832818899635,27.534887461968687,0.9802705048757313,688860.6673290004,226.7709098384887,32560.1980993389,0.04821784846666652,0.0032495850443109244,100,0.015,4372.928101515125,2808.9928916445215,1666.328594152641,1142.6642974918802,0.03422278891343712,0.0309732038691262,0.034222788913437115,0.030973203869126192,1269.2268765372664,294.70833333333337,426.6525075240458,217.06798732892602,0.0,1563.9352098706,6268.879786882653,1267.026872412496,2925.499655137141,341.99793791293155,842.1745833525646,1350.6854394730672,0.0,0.0,0.0,0.0,0.0,7832.814996753253,750.0,501.11518084156387,0.0,58.592487330731004,11000.0,710.2903473521593,18790.264112281602,96957.47411156869,0.0,31.73206888099505,112.5637251942567,128912.03203345,130475.9672433206,-122643.15224656735,0.0,-122643.15224656735,141.46,0.0,0.0,110.28883841967595,162527.75861873006,144205.03383690727,18322.72478182278,0.0,0.0,875.0604200166298,522.0560511831951,137.39818071836652,118.1972689669678,1728.5584899199675,-122643.15224656735,-124371.71073648732,-2709552.8668448515,408441.1164057182,3117993.9832505696
23,2,216.79236341000268,1775.9554156296742,13.597885707433674,698.3591644690174,95.48747701184513,0.0,2583.3999428179704,1789.553301337108,1152.2867794014628,451.45166291399397,185.81485902165105,0.0,0.0,58141.71536510019,40236.64053288589,1789.5533013371082,58.95471840889014,661.9569447162382,66.65309177132207,44.435394514214714,5420.518305235455,10.232990828602567,34.20240368561215,0.9845413045209621,766786.5194586075,237.00390066709127,34029.47036519223,0.04816025288468958,0.002995662314573874,100,0.015,4737.926498427002,3060.3251073394977,1808.6554678765992,1251.6696394628982,0.03410336968989242,0.031107707375318552,0.034103369689892485,0.03110770737531861,1382.8930577541742,294.7083333333333,462.1270049364996,226.8631357679482,0.0,1677.6013910875074,7029.794762830682,1517.4345913751022,3503.6781542828844,409.58839348048434,910.5307537287351,1541.504310387349,0.0,0.0,0.0,0.0,0.0,8707.39615391819,750.0,478.5678705930441,0.0,72.76070903746012,11000.0,824.8250935046826,18415.57620652277,97685.14168953446,0.0,34.35942338567247,120.9995763857485,129382.23056896383,131059.83196005134,-122352.43580613314,0.0,-122352.43580613314,141.46,0.0,0.0,126.34281864031165,194648.78634904916,166038.1488910629,28610.63745798625,0.0,0.0,937.4786614572766,568.2608587180839,152.66921287014202,131.1445682916054,1469.2722658533312,-122352.43580613314,-123821.70807198648,-2833374.574916838,408441.1164057182,3241815.691322556
24,2,164.01476304245782,1852.6144815830633,15.177031181042691,765.1798736029114,114.44331949341097,0.0,2747.414705860428,1867.7915127641058,1169.8293015944028,488.08622730980244,209.87598385990066,0.0,0.0,60609.13283041112,42919.46643377938,1867.7915127641063,63.01246300890415,696.6877505239779,75.0306388223238,50.02042588154919,5992.154991055561,5.8141700016752225,44.206255879873964,0.991654553998829,847650.2450347197,242.8180706687665,34864.27994095576,0.048055804004192924,0.00284663692378643,100,0.015,4975.150075068571,3214.477091224966,1881.863276302975,1332.6138149219908,0.03389580704751298,0.03104917012372655,0.03389580704751306,0.03104917012372663,1465.9646505102744,294.70833333333337,482.7009939432526,232.4285329397051,0.0,1760.6729838436077,10890.719223629669,1725.1625826503039,3983.3113649667434,465.6586680814051,947.7374364059443,1449.673165025487,7.002281656304092,2913.8536291890027,1223.818524259381,3546.6666666666674,7093333.333333334,12651.392207473276,750.0,385.8497528043598,0.0,94.01134014020707,23000.0,937.7388631004051,17008.807344566885,98122.33296792547,0.0,35.86159704507084,125.55733719732767,140460.1592027797,142220.8321866233,-129569.43997915002,0.0,-129569.43997915002,141.46,0.0,0.0,143.63841746043326,221295.07583148577,182563.18561270737,38731.89021877837,0.0,0.0,972.4714615945044,594.8553555720808,161.69945631582877,138.76523928169198,834.809575763531,-129569.43997915002,-130404.24955491355,-2963778.8244717517,408441.1164057182,3372219.9408774697
25,3,348.61879307237575,2112.9124220799013,16.815531711772152,831.8456094872106,134.4599356539197,0.0,3096.0334989328035,2129.7279537916734,1373.1787961924285,517.5825673114455,238.9665902877992,0.0,0.0,68630.39474946167,47906.96080695428,2129.727953791673,70.81285047753661,792.4060319651726,82.36414659640403,54.909431064269356,6647.28744536006,18.901130871036685,36.00830019323267,0.976147164321602,940325.2820206342,261.7192015398032,37578.14022356786,0.03813024805141958,0.002528874384751802,100,0.015,4443.59827462262,2507.589891657641,1476.7529545572258,1030.8369371004153,0.024046351589249584,0.021517477204497783,0.02404635158924975,0.021517477204497946,1641.3000496316472,294.70833333333337,550.1352010673024,250.52093482378575,0.0,1936.0083829649807,10978.800993646262,1875.2982392664112,4329.966847354346,506.18352677847963,1082.76073546825,1505.3034945460977,7.848632707864801,3266.044986835671,1371.7388944709817,4000.0,8000000.0,12914.809376611243,750.0,737.8257721518792,0.0,76.63663179049033,11000.0,1051.2849149136127,32857.26770887435,167437.14613717244,0.0,40.890776712800125,109.65601739296288,214060.70795900855,215996.71634197352,-203081.90696536226,0.0,-203081.90696536226,141.46,0.0,0.0,163.2360520541681,240553.71374190814,190847.13834450187,47555.2781801821,1110.5178757834394,1040.7793414407186,1057.6879439756685,673.2825722102496,208.47055417333863,190.28688343241654,2713.8602826120987,-203081.90696536226,-205795.76724797435,-3169574.591719726,408441.1164057182,3578015.708125444
26,3,316.4918392257458,2325.3709812521925,18.674541691279728,908.5167551869547,159.9630600281225,0.0,3412.525338158549,2344.045522943472,1525.7965089649836,545.3593855758094,272.8896284026797,0.0,0.0,75183.03012491496,52509.941872738666,2344.0455229434724,78.00379062363085,868.2526103594738,91.44848667325643,60.96565778217096,7363.125911264106,15.44049054020752,45.52516724196344,0.982216591858198,1041587.7914074205,277.1596920800107,39795.115192262885,0.0381380248263933,0.0023079448204772666,100,0.015,4869.957736202458,2765.667365824623,1628.3688101809378,1137.2985556436854,0.023966672959998093,0.021658728139520828,0.023966672959998048,0.02165872813952078,1809.582037044501,294.7083333333333,605.5123283917758,265.30076794841926,0.0,2104.2903703778343,11869.800664273695,1853.28157797136,4279.131512738828,500.2407540349954,1191.9635513095232,1529.880936458394,9.007232709792428,3748.172239936927,1574.2323407735091,4520.0,9040000.0,13974.091034651528,750.0,687.8856627123862,0.0,96.85590813340734,11000.0,1153.5642834753094,31789.261797128907,114105.82024596013,0.0,45.00567404051468,117.83979538180797,159746.2333668325,161850.52373721031,-147876.43270255878,0.0,-147876.43270255878,141.46,0.0,0.0,186.79111967543085,237729.52848549045,180767.31579542052,51091.883130812785,3030.5347956386126,2839.794763618496,1126.8919505873794,737.404922863605,247.00852397520194,232.7401255172864,2216.9749686950236,-147876.43270255878,-150093.4076712538,-3319667.9993909798,408441.1164057182,3728109.115796698
27,3,318.3749448165505,2529.0238649749385,20.713296025888113,991.1133174499594,190.04980452431386,0.0,3730.9002829751,2549.7371610008267,1656.1022746011395,563.7635443462775,329.87134205340953,0.0,0.0,81477.28882208165,57164.192470466136,2549.737161000827,85.2698176158495,942.7536669749937,101.60430195763448,67.73620130508965,8136.539074976376,14.831657234475472,52.90454407061418,0.9842677278762906,1150994.817546158,291.9913493144862,41924.67271813762,0.038080576700740644,0.0021256865592157695,100,0.015,5279.547562265165,3015.8815164634257,1772.3833233688683,1243.4981930945573,0.02387878302317818,0.02175309646396241,0.02387878302317807,0.021753096463962302,1968.9577124684056,294.70833333333337,658.7517446541692,279.49781812091743,0.0,2263.666045801739,13477.753196706091,2254.8694708210096,5206.377230741575,608.638006086857,1294.6061536829425,1861.3910906011276,11.004965137585993,4579.486969991259,1923.3845273963286,5040.0,10080000.0,15741.41924250783,750.0,700.9206563998715,0.0,112.5426441089176,23000.0,1403.5303195994884,31898.651218474228,115195.64943973631,0.0,48.954953491215875,125.55071172861265,173235.79994353864,175499.4659893404,-159758.04674683255,0.0,-159758.04674683255,141.46,0.0,0.0,227.26691841271378,289243.17948564305,206932.19627025153,66849.62082617154,7982.376640242632,7478.985748977337,1194.179713112737,799.1048579639989,283.6085134059787,272.8440765181123,2129.557525874734,-159758.04674683255,-161887.60427270728,-3481555.603663687,408441.1164057182,3889996.720069405
28,3,405.6834494761123,2810.6538178200244,22.923348597665104,1078.5005562155463,224.50600981797675,0.0,4136.583732451212,2833.5771664176896,1846.2607939127213,601.5318160717818,385.78455643318676,0.0,0.0,90210.48185204915,62970.76235204066,2833.5771664176896,94.32915217288976,1041.6436450265644,112.12109988136686,74.74739992091123,8991.314220200662,20.578710188905006,54.16868973200623,0.9802440015957855,1271911.3095895858,312.5700595033912,44879.403026609965,0.038061671381021074,0.0019239191773418487,100,0.015,5830.334178632005,3369.028160066646,1984.0657077298997,1384.9624523367463,0.023917657233013603,0.021993738055671754,0.02391765723301372,0.021993738055671872,2166.5976852320296,294.7083333333333,731.9765796476448,299.19602017739976,0.0,2461.306018565363,15558.854456556848,2782.8663840282807,6425.494852580353,751.1557848909139,1438.0091058793996,2396.12324215348,12.827564429045857,5337.923693997693,2241.927951479031,5560.0,11120000.0,18020.16047512221,750.0,874.6118935043442,0.0,115.25448182201185,11000.0,1669.0701452580151,34999.03716222656,116681.77120117685,0.0,54.40468159521965,136.72898098694915,166280.87854656993,168742.1845651353,-150722.0240900131,0.0,-150722.0240900131,141.46,0.0,0.0,266.45923493791037,356971.9362544641,244083.00369777935,86554.59496316807,13598.129948330543,12736.207645186096,1291.4378071311885,884.8701440359044,332.0552975264757,325.2139177241206,2954.730308472346,-150722.0240900131,-153676.75439848544,-3635232.358062173,408441.1164057182,4043673.474467891
29,3,306.22780598665724,2977.7811123101924,25.37296148485667,1174.9314256100718,264.7260390327483,0.0,4442.811538437869,3003.154073795049,1928.780795141464,633.0936519011871,441.2796267523984,0.0,0.0,95396.21759389226,67530.67947886085,3003.154073795049,101.43979339759073,1108.0074194541182,124.87590176649374,83.2506011776625,9891.195136710625,12.219557335037223,71.03104384262528,0.9889715924997529,1399208.464039085,324.7896168384284,46633.91028593354,0.037981251886300096,0.0018088378200791166,100,0.015,6188.167516773526,3568.3069188097043,2089.2988781131608,1479.0080406965433,0.023710113686250648,0.02190127586617153,0.023710113686250693,0.021901275866171577,2325.1522646304784,294.7083333333333,776.1484667981599,310.89273523955694,0.0,2619.860597963812,16732.660886671507,2885.9815503985774,6663.582449792342,778.988796987211,1520.8473510690408,2662.496319621163,15.028746773014149,6253.899868092941,2626.637944599035,6080.0,12160000.0,19352.52148463532,750.0,699.805787228452,0.0,151.07042445461278,11000.0,1869.081423876553,31577.87425221345,117603.34982049516,0.0,57.660558216864956,142.95470698243446,163851.79697346754,166471.65757143137,-147119.13608679606,0.0,-147119.13608679606,141.46,0.0,0.0,307.0361154629929,370199.0249884635,244355.05081707882,92888.16389632503,17020.517734258825,15935.29254080083,1347.4120869665537,935.8003057775616,362.08122869954684,357.8604523513873,1754.5072593235745,-147119.13608679606,-148873.64334611964,-3784106.0014082924,408441.1164057182,4192547.1178140105
30,3,290.1267377048963,3123.875607549612,27.959854252029615,1272.5678686638346,308.5349456772899,0.0,4732.938276142767,3151.835461801642,2011.3469473014786,640.4079602542569,500.08055424590646,0.0,0.0,99936.62292574102,71913.73959541376,3151.835461801642,108.27370783672306,1168.7696092022472,138.56342084858656,92.37561389905771,10829.025711165228,10.698914491372761,81.67669940768495,0.9908460021486396,1531873.9771014333,335.48853132980116,48170.080756542375,0.03791795087195536,0.0017149124913661716,100,0.015,6516.213603404865,3764.1950629645216,2189.0029040824033,1575.1921588821183,0.023618823590192933,0.021903911098826757,0.023618823590192895,0.021903911098826723,2457.310207107005,294.70833333333326,815.0272924095913,321.1338717102825,0.0,2752.0185404403383,19432.367723889176,3115.256061730668,7192.965463237537,840.8749430499774,1593.4818959610857,4341.931540833326,17.503162399569103,7283.576380329201,3059.1020797382644,6600.0,13200000.0,22184.386264329514,750.0,678.7226130383413,0.0,173.69776605154277,23000.0,2105.3001479295226,31045.894983715356,118422.79090057581,0.0,60.51524086659154,148.39763732926494,176385.31928950644,179137.33782994677,-156952.95156561726,0.0,-156952.95156561726,141.46,0.0,0.0,350.9241413430557,399609.1924020854,256050.94704404238,103001.88121289977,20950.362886943483,19606.001258199813,1396.298311342177,980.4348431339354,388.51779106102583,386.5845162645041,1536.1704706088349,-156952.95156561726,-158489.1220362261,-3942595.1234445185,408441.1164057182,4351036.239850237
31,3,277.24629101457793,3253.798340395121,30.661259439043988,1370.2731184030033,355.4518489201752,0.0,5010.184567157344,3284.459599834165,2006.5215877004248,730.9986063728446,546.9394057608963,0.0,0.0,103983.57865828321,76162.43409861796,3284.459599834165,114.89577388754819,1225.3678473932773,153.05009329983216,102.03339553322142,11799.31006972545,9.53616035756204,92.49723517565938,0.9922177161920412,1669130.4024633623,345.0246916873632,49539.30077938581,0.03777756143752016,0.0016359414722713224,100,0.015,6805.477064648124,3930.895474593716,2268.9848780138846,1661.9105965798312,0.023456549180632204,0.021820607708360883,0.023456549180632214,0.02182060770836089,2579.8732567210845,294.70833333333337,849.8388434304284,330.26200519590543,0.0,2874.581590054418,23211.31777036781,5060.410266946753,8390.698764353545,980.8928433877987,1654.3849909571745,5425.922778548678,19.70425932149711,8199.517007822025,3443.7971432852505,7120.0,14240000.0,26085.899360422227,750.0,663.2111753916895,699.2248970294621,196.69842358047117,11000.0,2353.5236956940303,30649.780810835386,119163.47602291494,0.0,63.06162431681598,152.89978328054468,165691.87643304333,168566.45802309774,-142480.55866267552,0.0,-142480.55866267552,141.46,0.0,0.0,386.6159943301264,466149.93135297473,292936.3691658888,122115.32493918571,26401.605266941868,24696.631980958333,1440.0266415080755,1020.2422303219196,412.129603770332,412.06112423383826,1369.2200228434376,-142480.55866267552,-143849.77868551895,-4086444.9021300375,408441.1164057182,4494886.018535756
32,3,298.1189634167335,3402.40147171229,33.4583444344657,1467.3381824872595,405.10553194006195,0.0,5308.303530574078,3435.8598161467557,2031.8462735714281,812.5563701658043,591.457172409523,0.0,0.0,108619.8698953205,80714.26698892956,3435.859816146756,121.98781501870108,1288.0009584110128,167.93797030929133,111.95864687286088,12807.414410954309,10.924857997637275,101.0337888752236,0.9915179737046819,1811736.8425735966,355.9495496850005,51107.91264791677,0.03767688925420394,0.0015565514924205349,100,0.015,7133.521307428179,4128.985196627717,2368.7742857041812,1760.2109109235364,0.02336447934196615,0.021807927849545616,0.02336447934196614,0.021807927849545602,2709.8277774671415,294.70833333333326,889.4619077913643,340.7194176527785,0.0,3004.5361108004745,25391.271394745847,5809.872355410026,9633.386666690927,1126.1660446074409,1726.033463812411,5824.550716062457,21.829662833248875,9083.959399629177,3815.262947844254,7880.0,15760000.0,28395.807505546323,750.0,710.7691882381794,802.7822222242439,214.85382293120298,11000.0,2596.959395737125,31441.197718514486,119999.32013475937,0.0,65.9685084700177,158.3581933666144,167740.20918424125,170744.74529504174,-142348.93778949542,0.0,-142348.93778949542,141.46,0.0,0.0,420.5131523489567,535188.148149496,330997.8991167894,142004.91644582205,32138.43215456127,30046.900432323164,1491.373199255841,1065.8362451653413,438.454671934016,440.1956997915577,1568.6118685309557,-142348.93778949542,-143917.54965802637,-4230362.451788064,408441.1164057182,4638803.568193782
33,3,372.36929427519954,3621.295998595335,36.363333842808906,1565.2350638982466,457.7784285128873,0.0,5680.672824849278,3657.659332438144,2126.259814898537,893.9156471011653,637.4838704384413,0.0,0.0,115452.710444257,86266.8884519629,3657.6593324381433,130.6340234715585,1372.3262397333363,182.80619354479387,121.87079569652926,13875.063661446322,16.100760047449228,105.77003564908003,0.9882675419435412,1962766.5055481968,372.0503097324497,53419.69036697362,0.037628118760275796,0.0014609801672516409,100,0.015,7590.329023542162,4417.845844863343,2528.5211744684375,1889.3246703949048,0.02336190535765036,0.02190092519039872,0.02336190535765029,0.02190092519039865,2877.7748453454833,294.70833333333326,947.0733389774255,356.1312691131575,0.0,3172.4831786788163,26025.69942185501,6607.141654260237,10955.344011615007,1280.7060341025672,1835.0778632748475,4501.815120078006,23.81893937857393,9911.75539035992,4162.937263951167,8640.0,17280000.0,29198.182600533826,750.0,859.3033791545975,912.9453343012506,224.94529598570836,23000.0,2845.732202785098,34148.066587936504,121189.83772798663,0.0,70.22705918281237,166.98376508411508,184168.0413524167,187340.52453109552,-158142.3419305617,0.0,-158142.3419305617,141.46,0.0,0.0,454.30782387823086,608630.2228675004,371171.1912120993,163250.50791585565,38367.9277452299,35840.59599431557,1569.5928818514378,1132.9415696909302,475.6171098545723,479.5077710412029,2311.777719056852,-158142.3419305617,-160454.11964961854,-4390816.571437683,408441.1164057182,4799257.687843401
34,3,468.1235514723384,3926.305216096512,39.43551784666709,1668.3099547629279,514.7456876155086,0.0,6148.796376321616,3965.7407339431793,2272.681860604058,1001.3052019860246,691.7536713530967,0.0,0.0,124978.75101067589,93107.78241554393,3965.7407339431793,141.27742856369952,1483.724449273331,197.86471519632858,131.90981013088572,15029.013585392438,22.446959249773442,109.46285088111227,0.9848712075474882,2126004.2617896143,394.49726898222315,56642.66742527867,0.03759458552166019,0.0013513366859629376,100,0.015,8198.872832014424,4803.47979260011,2752.727990824242,2050.7518017758675,0.023376904781047356,0.02202556809508442,0.02337690478104737,0.02202556809508443,3100.684706080986,294.7083333333333,1026.7545406267197,377.6177828351911,0.0,3395.3930394143194,30136.50065606875,7883.878379295346,13072.309375298948,1528.1843709198956,1987.871722386111,6035.405918609091,25.864843178098997,10763.115633181724,4520.508565936324,9400.0,18800000.0,33531.89369548307,750.0,1050.4924615134746,1089.3591146082458,232.82324448718185,11000.0,3173.8630187740396,37678.56186724227,122817.55470839696,0.0,76.14222209170904,179.30518709836957,178048.10182421224,181443.49486362655,-147911.60116814348,0.0,-147911.60116814348,141.46,0.0,0.0,492.8148987926562,726239.4097388305,436925.66367960133,196760.4540164414,47879.04350418997,44674.24853859796,1680.9048952404216,1226.3568632091126,526.0637625810491,532.4152129125956,3222.9770583050486,-147911.60116814348,-151134.57822644853,-4541951.149664132,408441.1164057182,4950392.26606985
35,3,435.28795742675936,4182.458427591928,42.750385910355284,1781.2499195087923,577.6256007372997,0.0,6584.084333748375,4225.208813502283,2408.893131280584,1060.4296295240656,755.8860526976329,0.0,0.0,132992.8253639726,99560.28522547783,4225.208813502282,151.3153863103844,1582.1947992237526,214.9033524100591,143.26890160670607,16253.036130599423,18.88419424406601,124.38470736264006,0.9880645580093356,2299154.4910345944,413.38146322628916,59354.09591481072,0.037564899773285074,0.0012672732374395621,100,0.015,8735.834291258385,5123.937185218645,2930.2849638196262,2193.6522213990193,0.023300679594512357,0.022033406357072797,0.02330067959451231,0.02203340635707275,3317.188772706397,294.70833333333337,1094.1310499531667,395.69397276540485,0.0,3611.8971060397303,33060.17484357285,9038.055565555238,14986.057980595147,1751.9061804732683,2116.2606080055198,6593.377575095896,28.54390969754894,11877.95335090048,4988.740407378201,10160.0,20320000.0,36672.07194961258,750.0,1002.8052512519562,1248.8381650495958,264.5336399395341,11000.0,3527.971500464759,36581.48527700637,124210.09010949892,0.0,81.12400921924382,189.6295383962412,178856.4774908266,182468.3745968663,-145796.30264725373,0.0,-145796.30264725373,141.46,0.0,0.0,540.3980394891765,832558.7766997304,494205.5050360633,227791.1879155021,57231.75671322171,53330.32703494338,1774.4911766662935,1304.9024550634883,568.725055108359,577.0901266641418,2711.4284895320525,-145796.30264725373,-148507.7311367858,-4690458.880800918,408441.1164057182,5098899.997206636
36,3,328.47981586697745,4320.723759360459,46.26455129695443,1900.0587475990676,645.517091358872,0.0,6912.564149615353,4366.988310657413,2434.3300234910043,1108.6225910172984,824.0356961491103,0.0,0.0,137340.74331735703,104653.56115163787,4366.988310657412,159.2440327145481,1646.5826038298612,234.3532076853365,156.23547179022432,17509.030054953724,10.245341329432165,145.99013046079216,0.9937778151514524,2476827.391573754,423.6268045557213,60825.141489039124,0.037474970128417384,0.0012178316922789078,100,0.015,9068.729331222725,5301.876960589733,3009.0118209284533,2292.86513966128,0.02312692981020191,0.021909098117923003,0.023126929810201823,0.021909098117922916,3472.14403729966,294.7083333333333,1131.5580858429898,405.50094326026084,0.0,3766.8523706329934,34379.77481751142,9943.54302624801,16487.452554706742,1927.4228131408454,2182.0367532404593,6000.388957389182,31.929120044035916,13286.63811078853,5580.388006531182,10920.0,21840000.0,38146.62718814441,750.0,815.0645838423688,1373.9543795588954,310.4326468062738,23000.0,3881.4251755590935,32775.1159289377,125018.8503995589,0.0,83.84617556462233,194.73993023548374,188203.42922006335,191970.28159069634,-153823.65440255194,0.0,-153823.65440255194,141.46,0.0,0.0,594.5384068493042,915969.5863725969,537294.9702631788,252737.9322108864,65233.117289419286,60703.56660911245,1824.174935711435,1347.5678198769594,592.8486997572962,602.396855311722,1471.045574228403,-153823.65440255194,-155294.69997678034,-4845753.580777698,408441.1164057182,5254194.697183416
37,4,515.3030451848531,4644.61679835108,49.87049496370791,2017.2179449775053,716.1619565079117,0.0,7427.867194800206,4694.487293314788,2650.867444312194,1147.4558478287513,893.7724074174607,2.391593756383723,0.0,147439.94153765973,112219.47289334606,4694.487293314789,171.04321338655635,1766.746664111706,252.40804938632482,168.27203292421655,18855.09663675489,23.79753574697844,144.4744971772381,0.9865303066758904,2667241.970235347,447.42434030269976,64242.03688690821,0.03749308049198672,0.0011349803510076095,100,0.015,9735.431325763837,5742.359236953408,3260.6293595783195,2481.7298773750886,0.023249946794788215,0.022114966443780606,0.023249946794788156,0.022114966443780547,3698.363755477116,294.70833333333326,1216.3826266753363,428.28024591272145,0.0,3993.072088810449,36138.16251284833,10367.381112725625,17187.18678125049,2007.3933697747289,2346.7467569246337,5966.848275267758,34.82713097692396,14492.584984779645,6086.885693607451,11680.0,23360000.0,40131.234601658776,750.0,1176.1466494359843,1443.6506985280737,307.26717809866324,11000.0,4173.777609582961,47422.494205866635,183000.59560450673,0.0,90.13415603164397,208.00177223552438,249572.06787428624,253565.13996309668,-213433.9053614379,0.0,-213433.9053614379,141.46,0.0,0.0,647.2524611326412,954843.7100694719,551665.5673746327,264820.0353973514,71276.33246626858,67081.7748312192,1940.7814397843572,1448.385131534473,647.5232555419069,657.7974664540518,3416.8953978690843,-213433.9053614379,-216850.800759307,-5062604.381537005,408441.1164057182,5471045.497942723
38,4,467.7703253751715,4904.797467829638,53.72854812724311,2140.636424706871,796.4750795116255,0.0,7895.637520175376,4958.526015956881,2798.1309739129542,1190.5878432890704,962.2364173388,7.5707814160559215,0.0,155568.3688954041,119154.34470644049,4958.52601595688,181.8520451045121,1869.2859262420216,272.7182363620826,181.81215757472174,20269.85216906011,19.15365322999287,162.65850434472887,0.9897534919826315,2867373.287835243,466.57799353269263,66992.15480961172,0.0374687856737125,0.0010727483340181834,100,0.015,10293.526475648217,6073.0224722106495,3438.9955889712082,2634.0268832394413,0.023178756215886546,0.022106007881868363,0.023178756215886616,0.02210600788186843,3925.795670104224,294.7083333333333,1285.094515265348,446.6143653974115,0.0,4220.504003437557,36590.24775753218,9753.725918020524,16164.369255173973,1884.6199457047367,2476.9974264877837,5754.993286439821,38.17532104005576,15885.86452501176,6672.063100504939,12493.333333333334,24986666.666666668,40810.75176096974,750.0,1102.2442275493286,1378.346115229373,345.90869143089407,11000.0,4360.420616222944,45586.19892161061,129971.94614653697,0.0,95.20369950637212,218.42072772064031,194808.68914580712,199029.19314924467,-158218.44138827495,0.0,-158218.44138827495,141.46,0.0,0.0,703.4043605276507,898020.5141763319,509795.77123510913,249353.0295881637,70830.67253690696,68041.0408161522,2034.325108081819,1529.486730716524,691.9132551297109,702.8009220288263,2750.11792270351,-158218.44138827495,-160968.55931097845,-5223572.940847984,408441.1164057182,5632014.057253702
39,4,470.91525549750946,5157.968784557335,57.78138184687018,2266.0808254505478,884.7217838181341,0.0,8366.552775672888,5215.750166404206,2911.4066039534882,1225.5184230903697,1059.4170305490977,19.408108811249488,0.0,163488.5943478635,126132.73327851432,5215.750166404206,192.7202333034056,1970.8202365968684,294.3008408050637,196.2005605367091,21750.171004315205,18.66305069150144,177.53750984520767,0.990530313041778,3076779.190270429,485.24104422419407,69671.8310876938,0.037390536968170705,0.0010175643339136887,100,0.015,10829.09695738476,6392.106291278837,3608.2856226370454,2783.820668641791,0.023088129176862315,0.022070564842948625,0.02308812917686229,0.0220705648429486,4142.282332772599,294.70833333333337,1352.1175999269028,464.4788739179587,0.0,4436.990666105932,39777.50701990543,10990.672519186495,18202.07231311824,2114.819546258635,2599.745109280753,6445.182130934033,43.13430255865301,17949.44137100121,7538.765375820507,13306.666666666666,26613333.333333332,44214.49768601136,750.0,1122.1898059405792,1598.0037904796823,377.54088449480037,23000.0,4914.170184700547,45791.95678788622,131373.2350151743,0.0,100.14240319496075,228.24193516419814,209255.4808070353,213692.47147314122,-169477.97378712986,0.0,-169477.97378712986,141.46,0.0,0.0,788.8563121773886,1011226.23961768,558247.2048366512,279751.04978059843,86770.46657492238,86457.51842550804,2125.8717907321407,1608.3253289345862,735.0401222420664,746.5129244954113,2679.6762780820864,-169477.97378712986,-172157.65006521193,-5395730.590913195,408441.1164057182,5804171.707318913
